,,Place,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Utah,Cities,Price,1,1,0,0,0,2,2,2,0,0,"8,313"
Utah,Cities,Roosevelt,1,0,0,0,0,0,0,0,0,1,"7,057"
Utah,Cities,Roy,2,0,0,0,0,0,2,0,0,0,"38,410"
Utah,Cities,Salt Lake City,2,1,1,0,0,0,0,1,1,2,"194,968"
Utah,Cities,South Jordan,2,2,0,0,0,0,1,1,1,1,"72,533"
Utah,Cities,South Ogden,0,1,0,0,0,0,0,0,1,0,"17,177"
Utah,Cities,South Salt Lake,1,0,0,0,0,0,0,0,1,0,"24,811"
Utah,Cities,St. George,4,0,0,0,0,0,3,0,0,1,"84,007"
Utah,Cities,Washington,1,0,1,0,0,0,1,0,0,1,"26,618"
Utah,Cities,West Jordan,0,1,0,0,0,0,0,0,0,1,"115,390"
Utah,Cities,West Valley,3,0,0,0,0,0,0,1,2,0,"137,762"
Utah,Metropolitan Counties,Total,1,3,1,0,0,0,,,,,
Utah,Metropolitan Counties,Davis,0,0,1,0,0,0,0,0,0,1,
Utah,Metropolitan Counties,Salt Lake County Unified Police Department,0,3,0,0,0,0,1,0,1,1,
Utah,Metropolitan Counties,Weber,1,0,0,0,0,0,0,0,1,0,
Utah,Nonmetropolitan Counties,Total,5,1,2,0,0,0,,,,,
Utah,Nonmetropolitan Counties,Carbon,0,1,1,0,0,0,0,0,0,2,
Utah,Nonmetropolitan Counties,Duchesne,1,0,0,0,0,0,0,1,0,0,
Utah,Nonmetropolitan Counties,Uintah,4,0,1,0,0,0,1,2,1,1,
Utah,Other Agencies,Total,13,1,1,0,0,2,,,,,
Utah,Other Agencies,Utah Transit Authority,11,1,1,0,0,2,4,5,3,3,
Utah,Other Agencies,Weber Morgan Narcotics Strike Force,2,0,0,0,0,0,0,1,0,1,
Vermont,Total,Total,18,6,8,3,0,0,,,,,
Vermont,Cities,Total,15,4,8,2,0,0,,,,,
Vermont,Cities,Brattleboro,2,0,1,0,0,0,1,0,1,0,"11,536"
Vermont,Cities,Bristol,0,1,0,0,0,0,0,1,0,0,"3,908"
Vermont,Cities,Burlington,4,1,2,0,0,0,1,1,5,0,"42,230"
Vermont,Cities,Colchester,1,0,0,0,0,0,0,0,1,0,"17,353"
Vermont,Cities,Dover,0,0,1,0,0,0,0,0,0,1,"1,076"
Vermont,Cities,Essex,0,0,1,0,0,0,0,0,0,1,"21,470"
Vermont,Cities,Hartford,1,0,0,1,0,0,0,0,1,1,"9,628"
Vermont,Cities,Middlebury,1,0,0,0,0,0,0,0,0,1,"8,681"
Vermont,Cities,Newport,0,0,1,0,0,0,0,1,0,0,"4,287"
Vermont,Cities,Rutland,0,0,1,0,0,0,0,0,0,1,"15,462"
Vermont,Cities,South Burlington,1,0,0,0,0,0,0,1,0,0,"19,146"
Vermont,Cities,St. Albans,1,2,0,1,0,0,0,1,1,2,"6,772"
Vermont,Cities,St. Johnsbury,1,0,0,0,0,0,0,1,0,0,"7,196"
Vermont,Cities,Williston,3,0,0,0,0,0,3,0,0,0,"9,731"
Vermont,Cities,Winooski,0,0,1,0,0,0,0,1,0,0,"7,105"
Vermont,Universities and Colleges,Total,2,2,0,1,0,0,,,,,
Vermont,Universities and Colleges,University of Vermont,2,2,0,1,0,0,1,2,1,1,"13,105"
Vermont,Metropolitan Counties,Total,1,0,0,0,0,0,,,,,
Vermont,Metropolitan Counties,Franklin,1,0,0,0,0,0,0,0,0,1,
Virginia,Total,Total,109,42,35,7,0,0,,,,,
Virginia,Cities,Total,41,10,9,1,0,0,,,,,
Virginia,Cities,Alexandria,1,2,2,0,0,0,3,2,0,0,"158,256"
Virginia,Cities,Altavista,0,0,1,0,0,0,1,0,0,0,"3,470"
Virginia,Cities,Bedford,1,0,0,0,0,0,0,0,0,1,"6,622"
Virginia,Cities,Blacksburg,0,1,0,0,0,0,1,0,0,0,"45,443"
Virginia,Cities,Charlottesville,1,0,0,0,0,0,0,0,0,1,"47,446"
Virginia,Cities,Chesapeake,6,0,0,0,0,0,1,0,1,4,"240,119"
Virginia,Cities,Christiansburg,1,0,0,0,0,0,0,0,0,1,"22,272"
Virginia,Cities,Emporia,1,0,0,0,0,0,1,0,0,0,"5,201"
Virginia,Cities,Farmville,0,1,0,0,0,0,0,0,1,0,"8,127"
Virginia,Cities,Front Royal,0,0,1,0,0,0,0,1,0,0,"15,270"
Virginia,Cities,Hampton,3,0,0,0,0,0,0,1,1,1,"134,929"
Virginia,Cities,Harrisonburg,2,0,0,0,0,0,0,2,0,0,"53,717"
Virginia,Cities,Leesburg,4,2,0,0,0,0,1,3,1,1,"54,393"
Virginia,Cities,Lynchburg,2,0,0,0,0,0,1,1,0,0,"80,890"
Virginia,Cities,Manassas,1,0,0,0,0,0,1,0,0,0,"41,995"
Virginia,Cities,Manassas Park,1,0,0,0,0,0,1,0,0,0,"16,158"
Virginia,Cities,Marion,1,0,0,0,0,0,0,0,1,0,"5,837"
Virginia,Cities,Newport News,2,1,1,0,0,0,3,0,1,0,"181,738"
Virginia,Cities,Norfolk,1,0,1,0,0,0,0,0,1,1,"245,190"
Virginia,Cities,Petersburg,1,0,0,0,0,0,1,0,0,0,"31,739"
Virginia,Cities,Portsmouth,3,0,1,0,0,0,1,2,1,0,"95,100"
Virginia,Cities,Purcellville,0,1,0,0,0,0,0,0,1,0,"9,779"
Virginia,Cities,Richmond,2,0,0,0,0,0,1,0,0,1,"226,236"
Virginia,Cities,Suffolk,1,0,2,0,0,0,0,1,2,0,"89,922"
Virginia,Cities,Vienna,1,0,0,0,0,0,0,0,0,1,"16,590"
Virginia,Cities,Vinton,0,1,0,0,0,0,0,0,1,0,"8,207"
Virginia,Cities,Virginia Beach,5,1,0,1,0,0,2,4,1,0,"454,353"
Virginia,Universities and Colleges,Total,6,4,1,0,0,0,,,,,
Virginia,Universities and Colleges,George Mason University,3,0,0,0,0,0,0,1,2,0,"34,909"
Virginia,Universities and Colleges,Northern Virginia Community College,1,2,0,0,0,0,2,1,0,0,"50,835"
Virginia,Universities and Colleges,University of Mary Washington,0,2,1,0,0,0,1,0,2,0,"4,726"
Virginia,Universities and Colleges,Virginia Polytechnic Institute and State University,2,0,0,0,0,0,0,1,0,1,"33,170"
Virginia,Metropolitan Counties,Total,56,27,20,1,0,0,,,,,
Virginia,Metropolitan Counties,Albemarle County Police Department,2,0,0,0,0,0,0,2,0,0,
Virginia,Metropolitan Counties,Amelia,2,0,0,0,0,0,1,1,0,0,
Virginia,Metropolitan Counties,Arlington County Police Department,2,2,0,0,0,0,1,1,2,0,
Virginia,Metropolitan Counties,Bedford,0,0,0,1,0,0,0,1,0,0,
Virginia,Metropolitan Counties,Chesterfield County Police Department,6,1,2,0,0,0,2,3,3,1,
Virginia,Metropolitan Counties,Clarke,2,0,1,0,0,0,0,0,3,0,
Virginia,Metropolitan Counties,Fairfax County Police Department,17,11,8,0,0,0,11,5,11,9,
Virginia,Metropolitan Counties,Fauquier,3,0,0,0,0,0,1,0,1,1,
Virginia,Metropolitan Counties,Franklin,1,0,1,0,0,0,0,0,2,0,
Virginia,Metropolitan Counties,Frederick,2,0,0,0,0,0,0,1,0,1,
Virginia,Metropolitan Counties,Gloucester,1,1,0,0,0,0,2,0,0,0,
Virginia,Metropolitan Counties,Goochland,0,1,0,0,0,0,0,1,0,0,
Virginia,Metropolitan Counties,Henrico County Police Department,1,0,0,0,0,0,1,0,0,0,
Virginia,Metropolitan Counties,Loudoun,7,5,4,0,0,0,5,5,4,2,
Virginia,Metropolitan Counties,Prince George County Police Department,0,0,1,0,0,0,0,0,0,1,
Virginia,Metropolitan Counties,Prince William County Police Department,2,2,0,0,0,0,0,3,0,1,
Virginia,Metropolitan Counties,Rockingham,1,0,1,0,0,0,0,1,1,0,
Virginia,Metropolitan Counties,Spotsylvania,2,3,2,0,0,0,2,3,2,0,
Virginia,Metropolitan Counties,Stafford,4,1,0,0,0,0,1,3,0,1,
Virginia,Metropolitan Counties,York,1,0,0,0,0,0,0,1,0,0,
Virginia,Nonmetropolitan Counties,Total,4,1,1,0,0,0,,,,,
Virginia,Nonmetropolitan Counties,King and Queen,1,0,0,0,0,0,1,0,0,0,
Virginia,Nonmetropolitan Counties,Louisa,1,0,0,0,0,0,0,0,1,0,
Virginia,Nonmetropolitan Counties,Madison,0,1,0,0,0,0,1,0,0,0,
Virginia,Nonmetropolitan Counties,Page,2,0,0,0,0,0,1,0,0,1,
Virginia,Nonmetropolitan Counties,Westmoreland,0,0,1,0,0,0,1,0,0,0,
Virginia,State Police Agencies,Total,2,0,4,5,0,0,,,,,
Virginia,State Police Agencies,State Police:  ,,,,,,,,,,,
Virginia,State Police Agencies,Amherst County,0,0,0,3,0,0,0,0,2,1,
Virginia,State Police Agencies,Frederick County,0,0,1,0,0,0,0,1,0,0,
Virginia,State Police Agencies,Halifax County,0,0,0,1,0,0,1,0,0,0,
Virginia,State Police Agencies,Harrisonburg,0,0,1,0,0,0,0,0,0,1,
Virginia,State Police Agencies,Henrico County,0,0,1,0,0,0,0,0,0,1,
Virginia,State Police Agencies,Rockbridge County,1,0,0,0,0,0,1,0,0,0,
Virginia,State Police Agencies,Washington County,0,0,1,0,0,0,0,1,0,0,
Virginia,State Police Agencies,Westmoreland County,0,0,0,1,0,0,0,0,0,1,
Virginia,State Police Agencies,Winchester,1,0,0,0,0,0,1,0,0,0,
Washington,Total,Total,323,88,79,1,6,16,,,,,
Washington,Cities,Total,274,76,75,1,4,15,,,,,
Washington,Cities,Aberdeen,0,0,1,0,0,0,0,1,0,0,"16,243"
Washington,Cities,Arlington,1,0,0,0,0,0,0,1,0,0,"19,302"
Washington,Cities,Auburn,4,0,1,0,0,0,0,3,2,0,"78,718"
Washington,Cities,Battle Ground,1,0,0,0,0,0,1,0,0,0,"20,516"
Washington,Cities,Bellevue,11,4,0,0,0,1,3,3,6,4,"143,703"
Washington,Cities,Bellingham,9,0,1,0,1,0,0,5,3,3,"88,652"
Washington,Cities,Bremerton,0,0,1,0,0,0,1,0,0,0,"41,173"
Washington,Cities,Burien,3,0,0,0,0,0,2,0,1,,"51,479"
Washington,Cities,Centralia,0,1,0,0,0,0,0,0,0,1,"17,048"
Washington,Cities,Darrington,1,0,0,0,0,0,1,0,0,0,"1,391"
Washington,Cities,Dupont,1,0,0,0,0,0,1,0,0,0,"9,721"
Washington,Cities,Edmonds,6,0,0,0,0,0,1,4,0,1,"42,197"
Washington,Cities,Ellensburg,0,1,0,0,0,0,0,0,0,1,"20,026"
Washington,Cities,Everett,5,0,1,0,0,0,2,1,2,1,"110,040"
Washington,Cities,Federal Way,0,1,0,0,0,0,0,0,1,0,"98,014"
Washington,Cities,Fife,2,0,0,0,0,0,0,1,1,0,"10,264"
Washington,Cities,Forks,1,0,0,0,0,0,0,0,0,1,"3,822"
Washington,Cities,Hoquiam,1,0,0,0,0,0,1,0,0,0,"8,386"
Washington,Cities,Issaquah,2,2,1,0,0,0,0,2,2,1,"38,592"
Washington,Cities,Kelso,1,0,0,0,0,0,0,0,0,1,"12,070"
Washington,Cities,Kent,13,2,0,0,0,0,5,5,3,2,"128,990"
Washington,Cities,Kirkland,4,1,0,0,0,0,1,2,1,1,"88,898"
Washington,Cities,Lacey,1,0,0,0,1,0,0,2,0,0,"48,597"
Washington,Cities,Lake Stevens,1,0,1,0,0,0,1,0,0,1,"32,288"
Washington,Cities,Lakewood,1,0,0,0,0,0,0,1,0,0,"61,080"
Washington,Cities,Lynnwood,1,0,0,0,0,0,1,0,0,0,"38,469"
Washington,Cities,Marysville,2,2,0,0,0,0,1,2,1,0,"68,950"
Washington,Cities,Mill Creek,0,0,1,0,0,1,0,1,0,1,"20,664"
Washington,Cities,Monroe,3,1,0,0,0,0,0,1,2,1,"18,596"
Washington,Cities,Mount Vernon,5,0,0,0,0,0,1,3,0,1,"35,085"
Washington,Cities,Mukilteo,0,1,0,0,0,0,0,1,0,0,"21,662"
Washington,Cities,Oak Harbor,1,0,0,0,0,0,0,1,0,0,"23,371"
Washington,Cities,Olympia,3,0,0,0,0,1,2,2,0,0,"51,923"
Washington,Cities,Orting,2,2,0,0,0,0,2,0,1,1,"7,863"
Washington,Cities,Pasco,1,0,0,0,0,0,1,0,0,0,"72,146"
Washington,Cities,Port Angeles,2,1,0,0,0,0,2,0,0,1,"19,964"
Washington,Cities,Pullman,1,0,0,0,0,0,0,0,0,1,"33,897"
Washington,Cities,Puyallup,1,0,0,0,0,0,0,0,1,0,"41,242"
Washington,Cities,Redmond,1,2,2,0,0,0,1,1,1,0,"63,889"
Washington,Cities,Renton,3,3,0,0,0,0,4,0,0,2,"102,470"
Washington,Cities,Richland,5,0,0,0,0,0,0,2,1,2,"56,151"
Washington,Cities,Seattle,120,45,57,0,1,11,46,66,63,59,"721,365"
Washington,Cities,Shoreline,1,0,1,0,0,0,1,0,1,0,"55,703"
Washington,Cities,Spokane,22,2,3,0,1,0,16,8,0,4,"217,066"
Washington,Cities,Spokane Valley,9,3,2,0,0,0,1,4,5,4,"97,430"
Washington,Cities,Tacoma,7,1,0,0,0,0,2,2,4,0,"213,504"
Washington,Cities,Toppenish,1,0,0,0,0,0,0,0,1,0,"8,974"
Washington,Cities,Tukwila,5,0,1,0,0,1,0,3,3,1,"20,183"
Washington,Cities,Tumwater,1,0,0,0,0,0,0,1,0,0,"22,961"
Washington,Cities,Union Gap,0,1,0,0,0,0,1,0,0,0,"6,104"
Washington,Cities,Vancouver,1,0,0,0,0,0,0,0,1,0,"176,884"
Washington,Cities,Walla Walla,1,0,0,0,0,0,0,1,0,0,"32,189"
Washington,Cities,West Richland,0,0,0,1,0,0,1,0,0,0,"14,603"
Washington,Cities,Yakima,6,0,1,0,0,0,3,2,1,1,"94,375"
Washington,Universities and Colleges,Total,4,1,1,0,2,1,,,,,
Washington,Universities and Colleges,Eastern Washington University,0,0,0,0,1,1,1,0,1,0,"12,279"
Washington,Universities and Colleges,Evergreen State College,1,0,0,0,0,0,0,1,0,0,"4,089"
Washington,Universities and Colleges,University of Washington,3,0,0,0,1,0,1,0,1,2,"45,591"
Washington,Universities and Colleges,"Washington State University, Pullman",0,0,1,0,0,0,0,1,0,0,"30,142"
Washington,Universities and Colleges,Western Washington University,0,1,0,0,0,0,0,0,0,1,"15,574"
Washington,Metropolitan Counties,Total,41,9,3,0,0,0,,,,,
Washington,Metropolitan Counties,Cowlitz,1,0,0,0,0,0,0,0,0,1,
Washington,Metropolitan Counties,King,4,0,0,0,0,0,3,1,0,,
Washington,Metropolitan Counties,Pierce,6,1,1,0,0,0,3,0,5,0,
Washington,Metropolitan Counties,Skagit,1,2,0,0,0,0,2,0,1,0,
Washington,Metropolitan Counties,Skamania,1,0,0,0,0,0,0,1,0,0,
Washington,Metropolitan Counties,Snohomish,6,2,1,0,0,0,2,2,3,2,
Washington,Metropolitan Counties,Spokane,8,3,0,0,0,0,3,4,3,1,
Washington,Metropolitan Counties,Thurston,2,0,0,0,0,0,0,1,1,0,
Washington,Metropolitan Counties,Whatcom,5,1,1,0,0,0,0,0,5,1,
Washington,Metropolitan Counties,Yakima,7,0,0,0,0,0,1,2,3,1,
Washington,Nonmetropolitan Counties,Total,1,0,0,0,0,0,,,,,
Washington,Nonmetropolitan Counties,Clallam,1,0,0,0,0,0,0,0,0,1,
Washington,Tribal Agencies,Total,1,0,0,0,0,0,,,,,
Washington,Tribal Agencies,Lummi Tribal,1,0,0,0,0,0,0,1,0,0,
Washington,Other Agencies,Total,2,2,0,0,0,0,,,,,
Washington,Other Agencies,Port of Seattle,2,2,0,0,0,0,0,1,0,3,
West Virginia,Total,Total,23,6,1,1,0,0,,,,,
West Virginia,Cities,Total,10,4,1,0,0,0,,,,,
West Virginia,Cities,Barboursville,0,1,0,0,0,0,1,0,0,0,"4,315"
West Virginia,Cities,Bridgeport,1,0,0,0,0,0,1,0,0,0,"8,401"
West Virginia,Cities,Buckhannon,1,0,0,0,0,0,0,0,0,1,"5,610"
West Virginia,Cities,Charleston,3,0,1,0,0,0,1,0,2,1,"48,788"
West Virginia,Cities,Fairmont,1,0,0,0,0,0,1,0,0,0,"18,604"
West Virginia,Cities,Huntington,0,1,0,0,0,0,0,0,0,1,"47,933"
West Virginia,Cities,Martinsburg,0,1,0,0,0,0,0,0,0,1,"17,761"
West Virginia,Cities,Oak Hill,3,0,0,0,0,0,0,3,0,0,"8,490"
West Virginia,Cities,Parkersburg,1,0,0,0,0,0,0,1,0,0,"30,475"
West Virginia,Cities,White Sulphur Springs,0,1,0,0,0,0,0,1,0,0,"2,417"
West Virginia,Universities and Colleges,Total,2,1,0,0,0,0,,,,,
West Virginia,Universities and Colleges,Shepherd University,2,1,0,0,0,0,1,0,0,2,"3,779"
West Virginia,Metropolitan Counties,Total,6,0,0,0,0,0,,,,,
West Virginia,Metropolitan Counties,Berkeley,3,0,0,0,0,0,0,1,1,1,
West Virginia,Metropolitan Counties,Brooke,1,0,0,0,0,0,1,0,0,0,
West Virginia,Metropolitan Counties,Fayette,1,0,0,0,0,0,0,0,0,1,
West Virginia,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0,1,0,0,
West Virginia,Nonmetropolitan Counties,Total,5,1,0,1,0,0,,,,,
West Virginia,Nonmetropolitan Counties,Braxton,1,0,0,0,0,0,1,0,0,0,
West Virginia,Nonmetropolitan Counties,Harrison,0,1,0,0,0,0,0,1,0,0,
West Virginia,Nonmetropolitan Counties,Lewis,1,0,0,1,0,0,0,0,1,1,
West Virginia,Nonmetropolitan Counties,Mason,1,0,0,0,0,0,0,0,1,0,
West Virginia,Nonmetropolitan Counties,McDowell,2,0,0,0,0,0,0,1,0,1,
Wisconsin,Total,Total,15,17,13,1,0,0,,,,,
Wisconsin,Cities,Total,14,12,11,1,0,0,,,,,
Wisconsin,Cities,Appleton,1,3,0,0,0,0,0,0,1,3,"74,660"
Wisconsin,Cities,Beloit,0,2,0,0,0,0,2,0,0,,"36,724"
Wisconsin,Cities,Eau Claire,1,0,0,0,0,0,1,0,0,0,"68,687"
Wisconsin,Cities,Fond du Lac,0,1,0,0,0,0,0,0,1,0,"42,929"
Wisconsin,Cities,Hudson,1,3,8,0,0,0,2,3,6,1,"13,788"
Wisconsin,Cities,Juneau,0,0,0,1,0,0,0,1,0,0,"2,703"
Wisconsin,Cities,Kaukauna,0,0,1,0,0,0,0,0,1,0,"15,969"
Wisconsin,Cities,La Crosse,1,0,0,0,0,0,0,0,1,0,"52,234"
Wisconsin,Cities,Madison,0,1,1,0,0,0,0,1,1,0,"255,850"
Wisconsin,Cities,Manitowoc,1,0,0,0,0,0,1,0,0,0,"32,813"
Wisconsin,Cities,Milwaukee,4,1,0,0,0,0,3,0,0,2,"595,168"
Wisconsin,Cities,North Fond du Lac,1,0,0,0,0,0,0,1,0,0,"5,038"
Wisconsin,Cities,Seymour,1,0,0,0,0,0,0,0,1,0,"3,441"
Wisconsin,Cities,Sheboygan,1,0,0,0,0,0,0,0,0,1,"48,595"
Wisconsin,Cities,South Milwaukee,1,0,0,0,0,0,1,0,0,0,"21,039"
Wisconsin,Cities,Tomahawk,0,1,0,0,0,0,0,1,0,0,"3,169"
Wisconsin,Cities,West Allis,1,0,0,0,0,0,0,0,0,1,"60,043"
Wisconsin,Cities,Wisconsin Rapids,0,0,1,0,0,0,0,0,1,0,"17,807"
Wisconsin,Metropolitan Counties,Total,0,4,1,0,0,0,,,,,
Wisconsin,Metropolitan Counties,Calumet,0,1,0,0,0,0,0,0,0,1,
Wisconsin,Metropolitan Counties,Columbia,0,1,0,0,0,0,0,1,0,0,
Wisconsin,Metropolitan Counties,Rock,0,0,1,0,0,0,0,0,1,0,
Wisconsin,Metropolitan Counties,St. Croix,0,2,0,0,0,0,1,1,0,0,
Wisconsin,Nonmetropolitan Counties,Total,0,1,0,0,0,0,,,,,
Wisconsin,Nonmetropolitan Counties,Burnett,0,1,0,0,0,0,0,0,1,0,
Wisconsin,Tribal Agencies,Total,1,0,1,0,0,0,,,,,
Wisconsin,Tribal Agencies,Lac Courtes Oreilles Tribal,1,0,1,0,0,0,1,0,1,0,
Wyoming,Total,Total,1,1,2,0,0,0,,,,,
Wyoming,Cities,Total,0,1,2,0,0,0,,,,,
Wyoming,Cities,Laramie,0,1,1,0,0,0,0,0,0,2,"32,632"
Wyoming,Cities,Sheridan,0,0,1,0,0,0,0,0,1,0,"18,036"
Wyoming,Universities and Colleges,Total,1,0,0,0,0,0,,,,,
Wyoming,,University of Wyoming,1,0,0,0,0,0,0,1,0,0,"12,366"
"1 Population figures are published only for the cities. The figures listed for the universities and colleges are student enrollment and were provided by the United States Department of Education for the 2016 school year, the most recent available. The enrollment figures include full-time and part-time students.",,,,,,,,,,,,,
2 Includes one incident reported with more than one bias motivation.,,,, ,,,,,,,,,
3 Student enrollment figures were not available.,,,,,,,,,,,,,
